"","TimeStamp_Meteo","TA","TA_MAX","TA_MIN","TS_-0.1m","TS_-0.2m","P","SW_CUM","VP","PPFD_CUM","NETRAD_CUM","WS","WS_MAX","Station Name","Date","TimeStamp_Q","Q","Q_m3d","q_md","Site_id","q_md_filled","Treatment","Treatment_4","Site_id_chem","pH","EC_uScm","DOC_mgL","NO2_NO3_ugL","DN_mgL","NH4_ugL","PO4_ugL","SO4_ugL","Mn_ugL","Na_ugL","Cl_ugL","Ca_ugL","P_ugL","Si_ugL","Mg_ugL","K_ugL","Fe_ugL","Hg_ugL","d18O","d2H","DIC_mgL","pCO2_uatm","CH4_ugL","CO2_mgL","dexcess","pH_MW","WT_MW","DIC_mgL_MW","CO2_mgL_MW","CH4_ugL_MW","Date_MW","row_id","CO2_mgL_filled","DIC_mgL_filled","pH_filled","EC_uScm_filled","DOC_mgL_filled","NO2_NO3_ugL_filled","DN_mgL_filled","NH4_ugL_filled","PO4_ugL_filled","SO4_ugL_filled","Mn_ugL_filled","Na_ugL_filled","Cl_ugL_filled","Ca_ugL_filled","P_ugL_filled","Si_ugL_filled","Mg_ugL_filled","K_ugL_filled","Fe_ugL_filled","Hg_ugL_filled","d18O_filled","d2H_filled","dexcess_filled","n","Site_ID_14C","Publication Code_DOC","Sample_id_DOC","DOY","Year","Site_id_C14","Treatment_C14","Material_Type_DOC","DOC_14C_Modern","DOC_14C_Modern_error","Radio_Age_DOC","Radio_Age_uncertainty_DOC","DOCmgL_14C_DOC","d13C_DOC","Date_CO2","...18","Publication Code_CO2","Sample_id_CO2","Material_Type_CO2","CO2_14C_Modern","CO2_14C_Modern_error","Radio_Age_CO2","Radio_Age_uncertainty_CO2","CO2_vol_ml_or_DOCmgL_CO2","d13C_CO2"
"11",2020-01-11,-3.9,0.3,-9.4,NA,0.8,0,0.1,4.8,NA,NA,2.8,10.5,"HYG",2020-01-11,NA,NA,NA,NA,"DC2",3.81938189285714e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2020-01-12,-1.2,2.1,-5.9,NA,0.8,0,0.3,5.4,NA,NA,3.6,8.4,"HYG",2020-01-12,NA,NA,NA,NA,"DC2",4.23178596428571e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2020-01-13,-5.4,0.5,-8.1,NA,0.8,0,0.3,4.2,NA,NA,2.3,7.1,"HYG",2020-01-13,NA,NA,NA,NA,"DC2",3.94941921428571e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2020-01-14,-2.5,0.9,-8,NA,0.7,2.6,0,5.5,NA,NA,3.6,12,"HYG",2020-01-14,NA,NA,NA,NA,"DC2",3.48500020238095e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2020-01-15,-0.9,0.8,-2.9,NA,0.7,6.1,0.1,6.2,NA,NA,1.5,4.5,"HYG",2020-01-15,NA,NA,NA,NA,"DC2",4.390663e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2020-01-16,-6,-2.6,-9.1,NA,0.7,0,0.3,4.2,NA,NA,1,3.3,"HYG",2020-01-16,NA,NA,NA,NA,"DC2",4.57584548809524e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2020-01-17,-3.2,-0.1,-7.5,NA,0.7,0.9,0.2,5.3,NA,NA,2.5,7.7,"HYG",2020-01-17,NA,NA,NA,NA,"DC2",4.03487230952381e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2020-01-18,-6.4,-5.5,-8.8,NA,0.8,15.3,0.1,4,NA,NA,3,8,"HYG",2020-01-18,NA,NA,NA,NA,"DC2",3.84910470238095e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2020-01-19,-7.5,-2.4,-10.4,NA,0.8,0,0.3,3.7,NA,NA,2.1,6.5,"HYG",2020-01-19,NA,NA,NA,NA,"DC2",3.66333710714286e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2020-01-20,0.4,6.5,-5.7,NA,0.7,0,0.4,6.8,NA,NA,3.5,13.5,"HYG",2020-01-20,NA,NA,NA,NA,"DC2",3.80080513095238e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2020-01-21,1.4,6.1,-2.1,NA,0.7,0,0.3,5.1,NA,NA,5.4,17.9,"HYG",2020-01-21,NA,NA,NA,NA,"DC2",4.46314116666667e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2020-01-22,-1.7,0.3,-4.7,NA,0.8,0,0.4,4.5,NA,NA,4.4,11.6,"HYG",2020-01-22,NA,NA,NA,NA,"DC2",6.38451180952381e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2020-01-23,-2.8,1.1,-6.7,NA,0.8,7.7,0.1,5.3,NA,NA,2.7,6.7,"HYG",2020-01-23,NA,NA,NA,NA,"DC2",6.31972614285714e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2020-01-24,-3.2,0.4,-6.3,NA,0.8,0,0.7,5,NA,NA,3,10.1,"HYG",2020-01-24,NA,NA,NA,NA,"DC2",7.07643338095238e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2020-01-25,-5,-3,-7.1,NA,0.8,0.7,0.7,4,NA,NA,3.3,9.4,"HYG",2020-01-25,NA,NA,NA,NA,"DC2",6.77682238095238e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2020-01-26,-7.3,-3.5,-9.3,NA,0.8,4.7,0.5,3.6,NA,NA,3.5,10.3,"HYG",2020-01-26,NA,NA,NA,NA,"DC2",5.96259923809524e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2020-01-27,-6.6,-5.1,-8.4,NA,0.8,4.5,0.3,3.8,NA,NA,4,10.3,"HYG",2020-01-27,NA,NA,NA,NA,"DC2",5.22665761904762e-06,"Pristine","Pristine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2589954956049,2.28324025209233,4.6,54.01,32.0566666666667,6.7,0.619366666666667,6.62,2.19,3672.34,24.4900528376292,2397.92310218979,979.244,3396.99599012439,34.8669465894932,5510.9555932386,878.762238100609,289.395148167781,631.922362309468,0.0068559815445111,-13.1859906661303,-95.8908572911114,9.59706803793101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
